quality_score,wine_type,alcohol,citric_acid,density,ph,residual_sugar,total_sulfur_dioxide,fixed_acidity
6.58,red,9.4,0.0,0.9978,3.51,1.8,40.0,7.4
7.62,white,11.2,0.32,0.992,3.17,1.3,123.0,7.0
7.1,red,10.8,0.09,0.99655,3.35,5.5,17.0,6.6
6.54,red,10.0,0.0,0.9965,3.32,2.4,29.0,7.5
8.32,white,13.2,0.37,0.991,3.23,4.6,114.0,7.3
8.29,red,10.5,0.3,0.99788,3.36,3.4,34.0,8.3
7.57,white,10.7,0.3,0.99222,3.28,1.3,84.0,7.3
7.3,white,10.5,0.48,0.99184,2.9,1.1,58.0,8.5
7.23,red,10.2,0.3,0.99786,2.99,2.6,60.0,10.8
7.03,white,9.3,0.4,0.9988,3.4,8.9,146.0,8.4
7.2,white,11.7,0.3,0.98986,3.01,1.1,94.0,6.4
6.75,white,10.0,0.39,0.99725,3.17,10.2,149.0,6.7
7.89,red,10.2,0.31,0.9994,3.18,2.2,62.0,10.0
7.72,red,12.5,0.01,0.9934,3.57,1.7,27.0,5.3
5.14,white,9.4,0.28,0.99738,2.96,10.4,187.0,7.2
8.05,red,11.95,0.06,0.99348,3.57,1.6,18.0,6.2
9.17,red,12.2,0.41,0.99414,3.22,2.0,40.0,9.0
7.36,white,10.1,0.24,0.995,3.65,2.3,189.0,5.7
6.06,white,10.2,0.06,0.99432,3.44,6.8,84.0,5.6
4.65,white,8.8,0.27,0.99807,2.94,13.9,155.0,7.3
8.32,white,12.9,0.31,0.99013,3.29,2.3,113.0,6.7
8.74,red,11.2,0.42,0.994,3.29,1.6,30.0,7.9
7.63,white,12.9,0.32,0.99188,3.13,9.0,113.0,6.7
8.07,red,9.7,0.34,0.99864,3.24,2.3,45.0,9.8
8.87,red,11.4,0.46,0.99598,3.06,2.2,27.0,10.5
6.98,white,10.4,0.33,0.99546,3.28,8.5,141.0,6.6
8.01,white,11.5,0.3,0.99089,3.32,1.6,86.0,6.4
7.33,red,9.4,0.28,0.99694,3.45,2.0,68.0,7.1
7.31,red,9.5,0.31,0.99815,3.32,2.8,98.0,9.0
5.07,white,9.1,0.5,0.99542,2.86,10.4,132.0,6.3
4.84,white,9.0,0.14,0.99564,3.23,7.05,177.0,6.3
7.29,white,10.6,0.36,0.99592,3.19,7.4,156.0,8.1
8.65,red,9.6,0.49,1.0002,3.19,2.2,14.0,12.3
8.02,white,12.6,0.42,0.98871,3.1,1.1,113.0,5.8
6.85,red,9.9,0.26,0.99622,3.21,2.0,131.0,7.8
7.79,white,10.7,0.26,0.9925,3.43,1.7,130.0,7.0
6.07,red,9.4,0.11,0.9968,3.17,2.3,67.0,8.5
7.07,red,10.7,0.0,0.9966,3.52,2.4,30.0,6.8
6.04,white,9.0,0.52,0.99494,3.1,5.0,139.0,6.0
7.19,white,10.4,0.28,0.99486,3.4,8.5,108.0,6.2
5.04,white,8.5,0.48,1.00038,2.98,18.0,183.0,6.5
6.46,white,9.5,0.52,0.99548,3.18,8.1,202.0,6.6
6.35,white,8.9,0.41,1.0,3.32,15.4,191.0,7.3
10.0,red,13.3,0.66,0.9988,3.11,6.2,24.0,11.4
7.64,white,10.3,0.49,0.9932,3.03,1.5,122.0,8.5
7.79,red,10.4,0.14,0.99636,3.53,1.8,23.0,7.0
5.07,white,9.4,0.27,0.9954,3.07,11.75,118.0,4.9
7.05,white,10.2,0.41,0.99742,3.24,12.9,182.0,6.8
7.55,red,10.7,0.07,0.9962,3.44,1.6,15.0,6.6
8.37,red,10.7,0.24,0.9972,3.37,2.1,13.0,8.1
6.89,white,9.9,0.33,0.9944,3.22,2.0,175.0,7.6
5.69,white,8.6,0.29,0.99936,3.39,13.1,125.0,6.0
7.72,white,12.2,0.28,0.9918,3.16,4.5,102.0,7.7
7.01,white,10.7,0.29,0.99142,3.17,1.1,140.0,6.4
7.87,white,12.6,0.28,0.9903,3.26,4.0,81.0,6.4
7.0,red,10.1,0.13,0.99546,3.29,2.0,20.0,7.2
8.61,red,11.4,0.24,0.99462,3.44,2.1,7.0,6.9
6.71,white,10.96666667,0.41,0.9937,3.09,10.8,149.0,6.0
8.71,red,10.5,0.59,0.998,2.92,1.4,42.0,12.0
8.44,white,12.6,0.33,0.99084,3.34,2.3,125.0,7.3
9.39,red,11.9,0.43,0.9946,3.38,1.7,50.0,8.0
8.86,red,11.4,0.42,0.99392,3.18,1.8,18.0,9.1
7.1,white,10.8,0.37,0.99519,3.2,11.8,130.0,6.3
7.97,white,12.0,0.3,0.98985,3.2,1.4,63.0,7.0
7.57,red,10.1,0.31,0.99824,3.38,8.8,45.0,6.8
6.92,white,10.13333333,0.33,0.99362,3.32,6.0,111.0,6.0
7.91,white,12.3,0.33,0.98987,3.08,1.3,87.0,6.8
7.26,red,10.9,0.05,0.9962,3.41,4.65,11.0,7.2
8.5,red,11.1,0.33,0.9949,3.41,2.2,36.0,6.9
5.64,white,9.8,0.27,0.99592,3.1,10.8,116.0,5.7
7.67,white,11.8,0.32,0.99108,3.39,3.8,116.0,6.0
7.61,white,11.7,0.34,0.98958,3.18,1.4,115.0,6.4
7.46,white,12.4,0.27,0.99129,3.16,5.2,96.0,6.7
5.22,white,9.2,0.24,0.99822,3.08,16.05,147.0,6.6
10.0,red,10.5,0.64,0.9986,3.54,2.2,42.0,8.8
5.34,white,9.8,0.17,0.993,3.0,5.1,82.0,6.8
6.47,white,9.6,0.42,0.9954,3.16,6.4,151.0,6.7
7.22,white,9.5,0.43,0.9982,3.4,10.1,146.0,8.0
6.12,red,9.3,0.11,0.9955,3.34,1.8,38.0,6.5
7.37,white,13.0,0.28,0.98946,3.16,4.3,115.0,5.8
8.49,white,12.7,0.34,0.98961,3.36,1.3,111.0,6.0
6.29,white,9.7,0.0,0.994,3.63,1.5,103.0,5.5
7.37,red,9.1,0.68,0.99652,2.9,1.7,64.0,9.1
7.39,white,11.45,0.29,0.9902,3.04,1.1,84.0,7.5
6.69,white,10.8,0.18,0.99392,3.12,3.3,143.0,7.7
5.75,white,8.8,0.32,0.99975,3.12,13.4,169.0,8.7
6.59,red,9.0,0.18,0.9972,3.3,1.9,35.0,8.1
7.66,red,9.5,0.29,0.9971,3.45,1.9,66.0,7.6
7.08,white,12.4,0.36,0.9897,3.14,5.1,145.0,5.2
8.41,red,9.7,0.57,0.9971,3.26,2.0,85.0,8.9
7.54,red,9.9,0.16,0.9977,3.5,1.8,39.0,7.4
9.18,red,11.0,0.53,0.9972,3.15,2.6,16.0,10.7
7.91,red,11.1,0.09,0.9994,3.43,2.8,49.0,8.1
7.2,red,10.1,0.03,0.99498,3.66,1.5,13.0,5.6
6.62,red,9.5,0.19,0.9964,3.19,1.8,47.0,7.8
5.79,white,9.5,0.28,0.9977,3.23,14.7,198.0,6.3
6.14,white,9.4,0.26,0.9934,3.15,1.9,86.0,7.1
7.28,white,10.2,0.3,0.99289,3.24,1.0,113.0,6.8
4.8,white,9.2,0.14,0.99344,3.07,3.9,113.0,6.1
7.33,white,11.2,0.18,0.99164,3.27,1.4,90.0,6.8
5.32,white,9.1,0.29,0.99834,3.05,14.4,118.0,6.6
7.47,white,10.3,0.5,0.9923,3.15,2.1,122.0,6.7
9.94,red,11.2,0.76,1.0032,2.95,3.7,43.0,15.6
6.93,red,9.4,0.27,0.99782,3.27,2.3,144.0,9.5
7.47,red,11.8,0.01,0.99371,3.41,2.1,43.0,7.7
6.55,white,9.9,0.3,0.99654,3.2,12.9,88.0,6.8
8.0,red,10.03333333,0.4,0.99704,3.07,1.4,28.0,11.6
7.88,white,10.0,0.39,0.99346,3.5,1.2,152.0,6.7
7.63,white,11.6,0.48,0.9938,2.9,6.6,73.0,9.0
6.14,red,9.5,0.04,0.9978,3.34,3.8,45.0,7.7
6.67,red,9.6,0.07,0.9973,3.32,1.4,20.0,7.2
6.94,red,9.7,0.25,0.99779,3.23,2.8,104.0,9.0
9.68,red,12.1,0.47,0.99736,3.24,2.65,34.0,11.1
7.47,white,11.2,0.36,0.99126,3.11,2.6,98.0,7.0
7.41,white,11.0,0.3,0.99109,3.02,1.1,57.0,8.3
6.97,white,9.2,0.74,0.9956,3.21,7.8,209.0,6.4
7.37,red,8.7,0.49,0.9988,3.34,2.6,55.0,8.2
7.59,white,11.6,0.42,0.9901,3.13,2.2,128.0,6.2
8.53,red,10.8,0.33,0.99818,3.24,2.5,38.0,10.8
5.86,red,9.2,0.2,0.99892,3.2,8.1,92.0,7.5
6.95,red,11.3,0.27,0.9948,3.16,8.6,148.0,6.7
7.81,white,10.3,0.22,0.99307,3.61,1.3,66.0,6.3
6.15,white,10.4,0.3,0.99152,3.03,2.8,125.0,6.4
6.97,red,10.3,0.03,0.9969,3.37,1.9,57.0,7.6
5.75,white,10.1,0.23,0.9948,2.89,6.2,93.0,9.2
6.97,white,9.6,0.32,0.9948,3.3,1.6,124.0,6.8
6.43,white,11.05,0.32,0.99043,2.92,2.8,80.0,6.3
6.66,white,9.9,0.28,0.9934,3.15,1.8,127.0,7.8
6.18,red,9.3,0.17,0.9963,3.2,2.3,73.0,8.2
7.94,red,9.5,0.42,0.999,3.28,2.8,73.0,10.3
8.05,white,9.4,0.65,0.9946,3.33,1.4,157.0,7.3
6.21,red,9.4,0.08,0.9954,3.34,1.7,20.0,6.3
10.0,red,11.9,0.49,1.001,3.25,4.3,14.0,12.5
6.54,red,9.5,0.19,0.9962,3.32,2.0,108.0,7.8
7.21,white,10.3,0.39,0.99652,3.37,7.5,218.0,7.0
7.61,red,11.7,0.28,0.99064,3.26,2.4,100.0,6.7
6.39,white,10.1,0.27,0.99776,3.2,17.4,140.0,6.5
6.3,white,11.5,0.29,0.99112,2.93,5.35,106.0,6.6
8.49,red,10.2,0.39,0.9984,3.26,2.2,31.0,9.3
7.02,white,11.0,0.35,0.99388,3.13,8.8,103.0,7.0
6.7,red,9.5,0.23,0.9962,3.32,2.1,96.0,7.7
9.44,red,11.4,0.56,0.99534,3.15,2.0,8.0,9.9
8.35,white,12.2,0.43,0.99,3.08,2.0,69.0,7.3
6.19,white,10.1,0.3,0.99555,3.1,7.8,196.0,7.7
6.62,red,9.5,0.1,0.9963,3.26,2.1,22.0,7.7
6.08,white,10.4,0.3,0.99524,3.03,11.8,133.0,6.8
7.51,red,10.9,0.0,0.99476,3.5,2.1,9.0,7.6
9.96,red,11.8,0.64,0.9973,3.09,2.4,15.0,10.5
5.33,white,9.4,0.28,0.99489,3.06,7.7,132.0,6.0
7.73,red,12.7,0.37,0.99007,2.89,0.9,109.0,8.0
7.69,red,9.2,0.6,0.9973,3.2,2.1,90.0,8.4
6.55,white,10.9,0.3,0.99414,3.07,9.9,124.0,7.1
6.88,red,10.0,0.05,0.99814,3.36,2.4,96.0,9.0
6.56,white,10.9,0.26,0.9955,3.04,9.9,181.0,7.8
8.45,white,12.7,0.46,0.9906,3.12,1.5,133.0,7.1
6.61,white,9.5,0.71,0.99784,2.85,17.5,114.0,6.8
7.52,white,10.6,0.29,0.99471,3.6,6.2,151.0,6.1
8.58,white,11.8,0.38,0.99112,3.28,1.1,104.0,7.5
6.43,white,8.8,0.62,0.99779,3.16,10.6,153.0,7.5
6.58,white,10.0,0.48,0.9958,2.87,9.85,110.0,9.8
7.21,white,9.7,0.49,0.9934,3.13,1.2,160.0,8.1
7.44,white,10.3,0.39,0.9918,3.23,1.1,67.0,5.6
7.34,red,10.1,0.21,0.99558,3.4,2.3,65.0,7.0
7.59,red,10.5,0.01,0.99746,3.69,1.9,25.0,6.6
7.27,red,11.8,0.0,0.99488,3.45,4.3,20.0,6.5
8.24,white,12.0,0.33,0.991,3.34,1.9,93.0,6.5
8.35,red,9.4,0.7,0.9974,3.13,1.9,67.0,7.8
6.28,white,9.4,0.51,0.99548,3.16,7.6,200.0,6.3
7.07,red,11.8,0.01,0.99332,3.32,2.3,46.0,7.2
5.28,white,9.5,0.14,0.99542,3.28,8.6,142.0,5.9
8.01,red,9.9,0.22,1.0004,3.28,2.7,34.0,10.7
8.24,white,12.3,0.39,0.9908,3.26,2.3,102.0,7.2
4.74,white,8.6,0.31,0.9977,3.16,12.0,238.0,6.1
7.57,red,10.0,0.18,0.9975,3.43,2.3,54.0,7.8
6.01,red,9.4,0.04,0.99565,3.35,2.0,67.0,7.0
5.39,white,9.1,0.27,0.99602,3.12,11.0,116.0,6.2
7.81,red,9.0,0.58,1.0004,3.06,1.9,40.0,13.3
8.0,white,11.7,0.33,0.9912,3.21,2.4,101.0,7.8
8.39,red,10.5,0.3,0.99774,3.32,1.9,17.0,9.1
8.09,red,11.6,0.08,0.99646,3.56,4.4,32.0,6.2
6.59,white,11.5,0.28,0.9928,2.96,4.75,166.0,7.8
6.18,white,9.8,0.09,0.99496,3.22,1.5,117.0,7.4
7.87,red,9.5,0.54,1.0001,3.13,2.7,101.0,11.1
7.61,red,11.5,0.0,0.99488,3.42,2.1,14.0,7.1
6.85,white,11.94,0.22,0.99172,3.2,7.3,117.0,6.3
4.45,white,8.7,0.27,0.9984,2.9,15.5,135.0,7.4
6.39,red,9.5,0.14,0.9969,3.19,2.4,42.0,8.8
7.61,red,11.2,0.09,0.99402,3.45,1.7,30.0,6.1
6.85,white,9.8,0.31,0.9942,3.41,5.2,120.0,6.8
6.91,white,9.4,0.32,0.9956,3.55,4.6,144.0,7.0
8.74,red,10.8,0.43,0.9982,3.17,2.1,66.0,10.8
8.3,white,13.5,0.12,0.99246,3.32,1.1,10.0,4.8
6.94,white,10.0,0.17,0.9932,3.26,1.4,26.0,6.5
9.43,white,11.85,0.6,0.99331,3.24,1.85,106.0,7.9
5.23,white,9.3,0.12,0.99424,3.16,4.8,97.0,6.2
7.32,white,13.0,0.25,0.99116,3.09,7.5,117.0,6.9
6.42,red,9.4,0.0,0.9994,3.36,2.6,28.0,9.1
7.94,white,10.3,0.39,0.9955,3.28,2.4,107.0,8.3
7.06,red,10.9,0.02,0.99489,3.39,1.9,42.0,6.7
6.32,white,9.8,0.36,0.9972,3.16,13.0,177.0,7.0
8.39,red,10.5,0.32,0.9991,3.38,5.6,47.0,8.9
7.42,white,11.4,0.36,0.99094,3.01,1.2,126.0,6.6
8.98,red,11.9,0.35,0.99458,3.32,1.7,15.0,7.9
7.46,white,11.2,0.36,0.9941,3.26,7.0,161.0,7.8
9.02,red,10.1,0.51,0.9996,3.28,4.0,23.0,11.5
9.32,red,12.5,0.39,0.99386,3.27,2.0,10.0,8.4
10.0,red,12.7,0.49,1.0021,3.3,4.3,47.0,13.0
7.45,white,10.6,0.29,0.99458,3.34,4.6,88.0,6.8
8.35,white,12.3,0.29,0.9896,3.38,1.0,96.0,6.0
7.77,red,9.4,0.42,0.9974,3.21,2.0,27.0,8.3
8.91,white,14.0,0.47,0.9907,3.38,7.5,88.0,5.8
7.66,white,10.8,0.3,0.995,3.22,2.1,138.0,8.2
7.56,white,10.9,0.36,0.99473,3.34,8.4,123.0,6.7
4.71,white,9.6,0.19,0.993,2.83,3.5,130.0,6.8
7.41,white,11.8,0.32,0.99407,3.11,10.5,105.0,8.1
6.19,white,9.5,0.3,0.9966,3.33,8.2,207.0,7.3
6.12,white,9.4,0.21,0.9932,3.17,2.2,68.0,6.8
8.4,red,9.4,0.45,0.9991,3.39,2.3,40.0,9.9
5.24,white,9.8,0.17,0.99373,3.05,5.6,127.0,6.0
5.93,white,9.6,0.36,0.9949,3.15,8.0,168.0,6.6
6.99,white,10.5,0.34,0.9927,3.05,1.6,154.0,7.8
5.16,white,9.7,0.2,0.99604,2.96,11.4,131.0,6.6
6.54,white,8.8,0.43,1.0008,3.28,15.0,184.0,8.8
4.95,white,9.0,0.18,0.9962,3.23,7.7,186.0,6.3
6.61,white,11.0,0.22,0.9924,3.24,2.0,307.5,7.1
8.36,white,12.9,0.4,0.9907,3.02,1.6,110.0,8.3
6.6,white,11.0,0.26,0.9928,3.15,6.8,93.0,6.0
6.2,white,9.3,0.49,0.996,3.16,7.7,217.0,6.6
7.83,white,12.0,0.35,0.99006,3.18,1.5,107.0,6.6
5.59,white,9.5,0.2,0.9946,3.24,5.7,172.0,6.4
8.45,red,12.5,0.0,0.99258,4.01,1.2,46.0,5.4
8.95,red,11.0,0.46,0.99534,3.4,2.1,44.0,7.2
7.75,red,9.5,0.24,0.9983,3.45,2.0,28.0,7.5
5.61,white,8.7,0.55,1.0017,2.96,16.6,238.0,7.4
5.7,white,9.4,0.27,0.9948,3.19,5.2,179.0,6.5
7.32,white,11.33333333,0.27,0.9914,3.21,2.6,76.0,6.5
7.79,white,10.5,0.49,0.9953,3.13,7.3,63.0,8.6
7.04,red,10.1,0.13,0.99546,3.29,2.0,20.0,7.2
6.39,white,9.9,0.21,0.9956,3.39,7.1,162.0,6.4
6.98,white,9.2,0.61,0.9987,3.06,16.2,103.0,7.2
5.92,white,8.8,0.44,0.99955,3.26,14.4,228.0,6.4
7.43,red,10.7,0.0,0.9966,3.63,4.25,14.0,7.4
7.99,white,13.5,0.37,0.9896,3.07,2.7,128.0,7.1
7.26,white,11.0,0.18,0.9906,3.44,1.4,104.0,5.7
5.88,white,9.6,0.3,0.997,3.09,11.8,97.0,6.8
6.62,red,10.2,0.0,0.9997,3.46,5.6,58.0,6.8
6.69,white,10.4,0.29,0.99479,3.23,7.7,179.0,6.7
5.46,white,9.5,0.19,0.99297,3.05,1.1,191.0,6.5
6.84,red,9.6,0.15,0.99976,3.28,3.2,59.0,9.1
7.86,white,11.4,0.38,0.99043,3.03,1.0,81.0,6.9
7.68,white,10.6,0.31,0.9941,3.42,2.4,178.0,7.4
7.24,red,11.0,0.0,0.99521,3.36,1.9,12.0,7.6
6.11,white,9.6,0.44,0.99488,3.1,8.9,164.0,6.4
7.75,red,12.9,0.0,0.99264,3.56,1.7,86.0,5.1
6.75,white,9.8,0.38,0.9958,3.3,8.1,176.0,6.9
6.74,white,9.0,0.46,1.0004,3.27,15.4,177.0,8.1
9.37,white,12.2,0.48,0.99121,3.49,1.8,96.0,6.3
7.12,white,11.8,0.3,0.993,2.94,8.1,71.0,9.0
6.04,white,9.5,0.47,0.99592,3.12,11.2,183.0,6.3
7.59,red,9.2,0.59,0.99702,3.03,1.4,45.0,8.5
7.05,white,10.8,0.38,0.9909,3.12,2.6,69.0,5.5
6.31,white,9.3,0.27,0.99815,3.27,10.6,119.0,7.6
7.56,white,10.3,0.39,0.995,3.36,4.7,137.0,7.4
5.99,white,8.9,0.34,0.99976,3.22,13.7,184.0,7.8
5.87,white,9.2,0.34,0.99449,3.23,6.4,99.0,5.1
7.72,white,11.0,0.41,0.9951,3.06,2.3,145.0,9.5
6.11,white,9.5,0.29,0.9962,3.13,10.1,105.0,7.4
7.31,white,10.7,0.34,0.99216,3.29,1.4,184.0,6.5
9.03,red,10.0,0.66,1.0022,3.07,5.8,42.0,12.8
7.74,white,10.3,0.49,0.9932,3.03,1.5,122.0,8.5
7.09,red,9.6,0.39,0.9986,2.89,2.2,32.0,10.7
7.43,white,12.8,0.29,0.98902,3.04,2.0,96.0,6.3
6.32,red,9.2,0.1,0.99672,3.35,1.8,56.0,7.3
5.7,white,9.3,0.34,0.99542,3.11,6.6,156.0,6.7
6.47,white,10.3,0.33,0.99239,2.83,1.2,95.0,8.6
7.54,red,10.2,0.3,0.9958,3.26,2.0,62.0,8.0
6.49,white,9.7,0.39,0.99794,3.31,12.1,248.0,6.7
7.63,white,11.2,0.46,0.9932,3.19,3.8,187.0,7.2
5.46,white,9.3,0.3,0.9958,3.1,8.1,150.0,6.3
6.36,white,9.1,0.51,0.9987,3.09,15.3,171.0,7.9
7.6,white,10.6,0.34,0.99366,3.24,1.2,167.0,8.2
7.11,white,10.1,0.4,0.9925,3.09,1.7,60.0,6.4
5.98,white,9.1,0.56,0.998,2.98,14.5,159.0,6.4
5.9,white,9.5,0.27,0.99422,3.08,4.6,98.0,7.6
7.38,white,12.4,0.25,0.99171,3.27,5.0,138.0,6.4
6.11,white,9.4,0.42,0.99562,3.14,8.2,196.0,6.6
5.99,white,10.5,0.0,0.9936,3.32,5.6,31.0,5.9
8.3,white,13.4,0.33,0.98988,3.23,3.95,81.0,6.8
6.44,white,9.7,0.26,0.99245,3.12,1.2,97.0,7.4
8.08,red,9.8,0.49,0.9979,3.38,2.3,133.0,8.2
5.22,white,9.5,0.23,0.9952,3.14,7.2,220.0,6.7
5.55,white,9.4,0.23,0.9954,3.04,5.7,104.0,7.0
8.14,red,11.2,0.23,0.99438,3.4,2.0,22.0,6.9
9.82,red,10.9,0.63,0.99974,3.21,2.2,23.0,11.7
6.55,white,9.5,0.71,0.99784,2.85,17.5,114.0,6.8
7.74,red,11.5,0.03,0.99508,3.45,2.3,16.0,6.9
7.15,white,10.8,0.31,0.99324,3.31,4.5,124.0,5.8
7.49,white,13.0,0.36,0.99313,2.95,11.1,132.0,8.4
6.98,red,9.6,0.22,0.9976,3.18,2.2,48.0,9.1
8.55,white,13.13333333,0.4,0.9891,3.24,1.7,82.0,6.0
7.48,white,12.8,0.32,0.99158,3.12,7.75,114.0,7.0
6.85,white,12.0,0.31,0.99216,2.98,9.1,140.0,7.0
7.13,red,9.6,0.2,0.998,3.34,2.8,58.0,8.5
7.02,red,9.0,0.33,0.99706,3.41,1.9,85.0,7.6
8.02,white,12.5,0.29,0.99,3.25,2.0,86.0,6.6
7.02,white,9.6,0.32,0.9948,3.3,1.6,124.0,6.8
6.17,white,10.0,0.2,0.99378,3.21,2.2,134.0,5.6
6.87,red,9.5,0.12,0.996,3.39,1.6,21.0,7.4
7.72,white,12.4,0.36,0.99272,3.14,8.2,111.0,7.3
8.67,white,11.4,0.42,0.99103,3.32,1.0,71.0,7.0
6.74,red,9.9,0.0,0.9972,3.47,1.8,34.0,7.1
7.53,white,12.2,0.3,0.99142,3.23,4.6,154.0,6.6
8.8,red,12.7,0.19,0.9956,3.56,3.2,39.0,6.3
8.14,white,13.5,0.3,0.98894,3.22,2.2,107.0,6.5
5.51,white,9.1,0.38,0.99572,3.17,7.9,208.0,6.2
8.38,white,11.2,0.47,0.9922,3.56,4.5,112.0,5.6
8.26,white,11.4,0.4,0.993,3.23,1.6,133.0,6.8
6.62,red,9.5,0.06,0.99746,3.51,2.7,85.0,7.2
7.09,white,10.7,0.16,0.9917,3.48,1.5,97.0,5.0
5.7,white,9.4,0.3,0.99519,3.18,7.3,159.0,6.0
6.83,white,10.7,0.32,0.99332,3.12,7.6,107.0,6.8
7.26,red,11.3,0.0,0.99538,3.44,2.7,33.0,6.8
5.89,white,9.5,0.3,0.9958,3.24,7.8,202.0,6.6
4.86,white,9.0,0.28,0.99792,2.96,14.7,149.0,7.0
7.1,white,10.1,0.28,0.9927,3.33,1.2,140.0,6.7
6.64,white,10.5,0.4,0.99532,2.98,9.85,103.0,6.8
6.59,red,9.5,0.22,0.99688,3.24,2.3,81.0,8.0
7.98,white,10.8,0.37,0.992,3.3,1.5,93.0,6.8
6.39,white,9.4,0.44,0.99584,3.2,8.2,183.0,6.8
7.76,red,12.2,0.03,0.9963,3.52,7.8,12.0,6.6
5.91,white,10.2,0.31,0.99546,3.02,12.9,161.0,6.4
6.87,red,10.8,0.01,0.99522,3.34,2.4,39.0,6.9
7.7,white,12.2,0.35,0.992,3.11,5.3,117.0,7.7
7.57,white,10.5,0.29,0.9929,3.48,1.6,127.0,6.4
6.25,white,9.8,0.23,0.99382,3.11,2.0,134.0,7.7
8.15,red,10.5,0.19,0.99655,3.49,1.8,34.0,7.4
6.71,white,11.3,0.28,0.9935,3.08,7.2,132.0,7.2
9.5,white,11.2,0.74,0.9926,3.35,1.5,122.0,7.0
7.65,white,11.4,0.33,0.98946,3.35,1.1,113.0,5.1
6.6,white,9.8,0.31,0.99434,3.23,2.1,208.0,7.8
7.32,white,10.6,0.28,0.9948,3.59,5.7,189.5,6.0
6.47,white,8.9,0.38,1.0004,3.34,11.8,170.0,8.4
6.91,white,9.2,0.74,0.9956,3.21,7.8,209.0,6.4
7.0,white,11.5,0.26,0.99188,3.38,6.8,120.0,5.1
6.91,white,12.2,0.22,0.99076,2.97,4.5,73.0,7.2
7.93,white,10.5,0.36,0.9944,3.42,2.1,172.0,7.6
6.5,white,9.4,0.35,0.9984,3.36,11.1,198.0,6.3
8.49,white,11.5,0.37,0.99244,3.2,1.2,93.0,8.9
7.95,red,13.0,0.08,0.99286,3.22,2.6,7.0,8.0
7.12,red,9.0,0.24,0.9991,3.32,2.5,15.0,8.7
6.32,white,9.2,0.65,0.9964,3.0,8.3,182.0,7.2
8.73,white,10.7,0.37,0.9936,3.54,1.5,75.0,7.5
7.04,white,11.9,0.27,0.99088,2.97,1.7,122.0,7.9
7.61,white,11.4,0.25,0.9915,3.27,1.3,123.0,7.1
6.73,white,10.6,0.45,0.9927,3.01,4.6,158.0,7.5
7.97,red,11.4,0.04,0.9942,3.72,1.7,13.0,5.6
6.99,red,10.9,0.04,0.9962,3.21,2.2,56.0,8.8
6.78,white,9.9,0.22,0.9934,3.41,1.5,157.0,6.4
8.17,white,11.0,0.38,0.9918,3.21,1.0,74.0,7.2
5.88,white,9.3,0.29,0.9986,3.25,12.7,209.0,7.5
4.99,white,9.0,0.28,0.99971,2.94,17.55,154.0,7.2
7.34,red,9.4,0.32,0.9984,3.32,2.8,122.0,9.0
6.98,white,11.2,0.29,0.99067,3.23,3.0,102.0,5.5
9.07,red,11.4,0.5,0.996,3.1,2.3,19.0,10.4
6.18,white,9.2,0.47,0.99822,3.04,13.3,116.0,7.6
5.26,white,9.0,0.36,0.9976,3.01,13.2,178.0,7.4
6.95,white,11.3,0.33,0.99107,3.16,4.2,133.0,5.8
9.71,red,12.0,0.47,0.99638,3.23,2.2,23.0,10.5
5.28,white,9.2,0.04,0.9934,3.26,1.2,108.0,6.2
6.66,white,11.5,0.28,0.99238,2.94,7.25,78.0,7.4
9.26,red,10.9,0.39,0.99652,3.47,1.5,55.0,9.3
6.31,red,9.2,0.2,1.0015,3.16,11.0,50.0,10.0
5.42,white,9.4,0.22,0.99676,3.1,12.3,146.0,6.6
6.47,red,9.4,0.18,0.99915,3.38,7.0,94.0,7.5
7.56,red,9.1,0.61,0.997,3.16,2.0,95.0,8.4
6.35,red,9.2,0.21,0.99823,3.19,2.5,88.0,8.8
6.28,white,9.5,0.27,0.9934,3.22,1.4,152.0,6.6
8.05,red,11.9,0.1,0.99362,3.57,2.6,27.0,6.1
8.78,red,10.5,0.46,0.99647,3.32,2.2,20.0,7.4
7.95,white,11.0,0.42,0.9908,3.18,1.0,113.0,6.4
8.01,white,11.5,0.34,0.99108,3.33,1.4,133.0,6.5
4.98,white,9.0,0.28,0.99792,2.96,14.7,149.0,7.0
6.34,white,9.4,0.3,0.99825,3.37,13.0,143.0,6.6
7.59,red,10.0,0.24,0.99576,3.43,2.0,48.0,7.3
8.69,white,11.8,0.42,0.9922,3.3,1.9,87.0,7.7
6.37,red,9.4,0.0,0.9972,3.47,1.9,35.0,7.1
8.66,red,11.1,0.42,0.99566,3.14,2.0,20.0,10.2
7.84,red,10.4,0.17,0.99634,3.49,1.8,51.0,7.1
5.96,red,9.3,0.17,0.998,3.09,2.9,119.0,8.6
5.52,white,9.1,0.26,0.9964,3.26,8.6,206.0,7.4
8.06,white,12.0,0.49,0.9935,3.04,7.8,95.0,8.4
9.42,red,12.3,0.42,0.99506,3.27,2.3,9.0,8.2
7.85,white,9.8,0.49,0.9931,3.32,1.4,74.0,6.2
7.52,white,10.2,0.46,0.9966,3.02,1.4,185.0,9.9
5.5,white,8.8,0.53,0.9955,3.03,6.6,234.0,6.4
7.4,white,10.8,0.31,0.9939,3.26,6.0,108.0,7.0
5.94,white,9.5,0.27,0.9953,3.27,5.6,164.0,6.6
7.16,red,9.7,0.32,0.99801,3.22,2.5,122.0,8.0
7.36,white,11.3,0.32,0.99182,3.24,4.2,117.0,6.3
